,difference_in_rates,discharge_year,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zip_code,pdi_name,pdi_number,risk_adjusted_rate_per_100_000_people
2662,-106.57,2010,106.57,0.0,10524,Asthma,PDI_14,0.0
2663,0.18,2011,101.86,102.04,10524,Asthma,PDI_14,206.65
2664,-116.05,2012,116.05,0.0,10524,Asthma,PDI_14,0.0
2689,-112.08,2009,112.08,0.0,10526,Asthma,PDI_14,0.0
2690,-84.87,2010,84.87,0.0,10526,Asthma,PDI_14,0.0
2691,-86.18,2011,86.18,0.0,10526,Asthma,PDI_14,0.0
2692,-89.37,2012,89.37,0.0,10526,Asthma,PDI_14,0.0
2717,-129.27,2009,129.27,0.0,10527,Asthma,PDI_14,0.0
2718,222.49,2010,94.97,317.46,10527,Asthma,PDI_14,687.88
2719,-97.64,2011,97.64,0.0,10527,Asthma,PDI_14,0.0
2720,588.95,2012,107.91,696.86,10527,Asthma,PDI_14,1358.67
2745,-93.16,2009,124.86,31.7,10528,Asthma,PDI_14,61.67
2746,-6.09,2011,103.11,97.02,10528,Asthma,PDI_14,194.11
2747,-38.37,2012,108.79,70.42,10528,Asthma,PDI_14,136.19
2772,-73.68,2009,186.97,113.29,10530,Asthma,PDI_14,147.21
2773,-114.24,2010,155.27,41.03,10530,Asthma,PDI_14,54.38
2774,-32.72,2011,155.37,122.65,10530,Asthma,PDI_14,162.83
2775,-162.13,2012,162.13,0.0,10530,Asthma,PDI_14,0.0
2800,-142.99,2009,142.99,0.0,10532,Asthma,PDI_14,0.0
2801,38.79,2010,117.83,156.62,10532,Asthma,PDI_14,273.52
2802,-43.17,2011,119.8,76.63,10532,Asthma,PDI_14,131.95
2803,132.74,2012,121.93,254.67,10532,Asthma,PDI_14,439.45
2828,-49.02,2009,144.08,95.06,10533,Asthma,PDI_14,160.29
2829,-72.26,2010,120.36,48.1,10533,Asthma,PDI_14,82.23
2830,-116.81,2011,116.81,0.0,10533,Asthma,PDI_14,0.0
2831,-123.11,2012,123.11,0.0,10533,Asthma,PDI_14,0.0
2856,-116.62,2009,116.62,0.0,10535,Asthma,PDI_14,0.0
2857,-101.81,2010,101.81,0.0,10535,Asthma,PDI_14,0.0
2858,-105.51,2011,105.51,0.0,10535,Asthma,PDI_14,0.0
2859,-123.48,2012,123.48,0.0,10535,Asthma,PDI_14,0.0
2884,-32.49,2009,123.04,90.55,10536,Asthma,PDI_14,178.8
2885,-68.24,2010,98.9,30.66,10536,Asthma,PDI_14,63.78
2886,-69.17,2011,99.29,30.12,10536,Asthma,PDI_14,62.58
2887,-37.12,2012,99.46,62.34,10536,Asthma,PDI_14,131.88
2912,-148.4,2009,148.4,0.0,10537,Asthma,PDI_14,0.0
2913,-133.27,2010,133.27,0.0,10537,Asthma,PDI_14,0.0
2914,-129.26,2011,129.26,0.0,10537,Asthma,PDI_14,0.0
2915,51.55,2012,155.49,207.04,10537,Asthma,PDI_14,280.14
2940,-129.65,2009,129.65,0.0,10538,Asthma,PDI_14,0.0
2941,-59.47,2010,104.54,45.07,10538,Asthma,PDI_14,88.71
2942,-105.94,2011,105.94,0.0,10538,Asthma,PDI_14,0.0
2943,-88.53,2012,110.19,21.66,10538,Asthma,PDI_14,41.36
2968,-84.59,2009,133.02,48.43,10541,Asthma,PDI_14,88.45
2969,-109.76,2010,109.76,0.0,10541,Asthma,PDI_14,0.0
2970,-59.24,2011,109.24,50.0,10541,Asthma,PDI_14,94.42
2971,-23.7,2012,104.11,80.41,10541,Asthma,PDI_14,162.51
2996,-42.57,2009,181.43,138.86,10543,Asthma,PDI_14,185.94
2997,-102.44,2010,149.03,46.59,10543,Asthma,PDI_14,64.33
2998,-124.53,2011,147.87,23.34,10543,Asthma,PDI_14,32.56
2999,-66.25,2012,158.56,92.31,10543,Asthma,PDI_14,122.49
3024,-121.3,2009,121.3,0.0,10546,Asthma,PDI_14,0.0
3025,195.92,2010,99.94,295.86,10546,Asthma,PDI_14,609.18
3026,-99.54,2011,99.54,0.0,10546,Asthma,PDI_14,0.0
3027,-104.09,2012,104.09,0.0,10546,Asthma,PDI_14,0.0
3053,-119.13,2009,167.35,48.22,10547,Asthma,PDI_14,70.0
3054,-33.38,2010,133.48,100.1,10547,Asthma,PDI_14,154.32
3055,-40.86,2011,140.81,99.95,10547,Asthma,PDI_14,146.42
3056,44.68,2012,149.68,194.36,10547,Asthma,PDI_14,273.21
3081,-137.12,2009,137.12,0.0,10548,Asthma,PDI_14,0.0
3082,-116.08,2010,116.08,0.0,10548,Asthma,PDI_14,0.0
3083,24.76,2011,109.29,134.05,10548,Asthma,PDI_14,253.02
3084,253.33,2012,132.03,385.36,10548,Asthma,PDI_14,614.07
3109,-43.46,2009,173.06,129.6,10549,Asthma,PDI_14,181.94
3110,-91.61,2010,142.58,50.97,10549,Asthma,PDI_14,73.56
3111,-89.3,2011,140.2,50.9,10549,Asthma,PDI_14,74.9
3112,4.03,2012,146.96,150.98,10549,Asthma,PDI_14,216.16
3136,-213.74,2009,469.81,256.07,10550,Asthma,PDI_14,132.42
3137,-184.22,2010,401.12,216.9,10550,Asthma,PDI_14,111.27
3138,-165.91,2011,408.12,242.21,10550,Asthma,PDI_14,122.42
3139,-125.17,2012,431.95,306.78,10550,Asthma,PDI_14,149.43
3164,-76.13,2009,342.51,266.38,10552,Asthma,PDI_14,188.95
3165,-70.29,2010,289.35,219.06,10552,Asthma,PDI_14,155.79
3166,66.97,2011,290.86,357.83,10552,Asthma,PDI_14,253.78
3167,-29.93,2012,305.79,275.86,10552,Asthma,PDI_14,189.8
3192,-408.53,2009,490.36,81.83,10553,Asthma,PDI_14,40.55
3193,-134.97,2010,423.99,289.02,10553,Asthma,PDI_14,140.27
3194,-195.46,2011,430.48,235.02,10553,Asthma,PDI_14,112.62
3195,-287.47,2012,444.64,157.17,10553,Asthma,PDI_14,74.37
3220,-50.78,2009,129.03,78.25,10560,Asthma,PDI_14,147.33
3221,-23.72,2010,105.82,82.1,10560,Asthma,PDI_14,159.66
3222,58.78,2011,103.56,162.34,10560,Asthma,PDI_14,323.34
3223,-97.02,2012,97.02,0.0,10560,Asthma,PDI_14,0.0
3248,-209.46,2009,241.95,32.49,10562,Asthma,PDI_14,32.62
3249,-103.35,2010,202.12,98.77,10562,Asthma,PDI_14,100.55
3250,-16.64,2011,199.39,182.75,10562,Asthma,PDI_14,189.07
3251,-122.64,2012,211.37,88.73,10562,Asthma,PDI_14,88.32
3273,-225.12,2009,237.09,11.97,10573,Asthma,PDI_14,12.27
3277,-239.3,2009,342.09,102.79,10566,Asthma,PDI_14,73.0
3278,-201.25,2010,287.4,86.15,10566,Asthma,PDI_14,61.68
3279,-234.98,2011,286.83,51.85,10566,Asthma,PDI_14,37.29
3280,-184.48,2012,292.28,107.8,10566,Asthma,PDI_14,77.6
3305,-93.94,2009,168.75,74.81,10567,Asthma,PDI_14,107.7
3306,-66.76,2010,141.74,74.98,10567,Asthma,PDI_14,108.85
3307,-29.13,2011,142.04,112.91,10567,Asthma,PDI_14,163.97
3308,-70.34,2012,145.93,75.59,10567,Asthma,PDI_14,108.97
3333,-17.39,2009,134.31,116.92,10570,Asthma,PDI_14,211.5
3334,-51.64,2010,111.48,59.84,10570,Asthma,PDI_14,110.47
3335,8.84,2011,112.15,120.99,10570,Asthma,PDI_14,222.54
3336,-23.43,2012,115.26,91.83,10570,Asthma,PDI_14,167.62
3361,-149.03,2010,196.92,47.89,10573,Asthma,PDI_14,50.04
3362,-156.22,2011,192.2,35.98,10573,Asthma,PDI_14,38.61
3363,-152.45,2012,210.25,57.8,10573,Asthma,PDI_14,57.84
3388,-46.23,2009,128.13,81.9,10576,Asthma,PDI_14,155.3
3389,-103.09,2010,103.09,0.0,10576,Asthma,PDI_14,0.0
3390,-19.46,2011,102.52,83.06,10576,Asthma,PDI_14,167.12
3391,-115.32,2012,115.32,0.0,10576,Asthma,PDI_14,0.0
3416,-120.47,2009,120.47,0.0,10577,Asthma,PDI_14,0.0
3417,-99.3,2010,99.3,0.0,10577,Asthma,PDI_14,0.0
3418,-94.59,2011,94.59,0.0,10577,Asthma,PDI_14,0.0
3419,-93.52,2012,93.52,0.0,10577,Asthma,PDI_14,0.0
3444,298.47,2009,130.71,429.18,10578,Asthma,PDI_14,797.72
3445,749.3,2010,98.16,847.46,10578,Asthma,PDI_14,1776.62
3446,-101.33,2011,101.33,0.0,10578,Asthma,PDI_14,0.0
3447,-86.67,2012,86.67,0.0,10578,Asthma,PDI_14,0.0
3472,-43.09,2009,149.93,106.84,10579,Asthma,PDI_14,173.12
3473,-123.28,2010,123.28,0.0,10579,Asthma,PDI_14,0.0
3474,39.81,2011,123.41,163.22,10579,Asthma,PDI_14,272.81
3475,-115.65,2012,115.65,0.0,10579,Asthma,PDI_14,0.0
3500,-122.73,2009,122.73,0.0,10580,Asthma,PDI_14,0.0
3501,-58.43,2010,99.86,41.43,10580,Asthma,PDI_14,85.37
3502,-98.96,2011,98.96,0.0,10580,Asthma,PDI_14,0.0
3503,-62.86,2012,102.11,39.25,10580,Asthma,PDI_14,80.87
3528,-16.41,2009,124.42,108.01,10583,Asthma,PDI_14,210.91
3529,-63.78,2010,103.98,40.2,10583,Asthma,PDI_14,79.56
3530,-62.41,2011,103.15,40.74,10583,Asthma,PDI_14,81.47
3531,-25.43,2012,113.99,88.56,10583,Asthma,PDI_14,163.44
3556,27.46,2009,150.16,177.62,10588,Asthma,PDI_14,287.37
3557,-123.66,2010,123.66,0.0,10588,Asthma,PDI_14,0.0
3558,56.16,2011,123.37,179.53,10588,Asthma,PDI_14,300.18
3559,-124.8,2012,124.8,0.0,10588,Asthma,PDI_14,0.0
3584,20.45,2009,130.27,150.72,10589,Asthma,PDI_14,281.08
3585,127.4,2010,101.43,228.83,10589,Asthma,PDI_14,464.26
3586,-26.94,2011,99.99,73.05,10589,Asthma,PDI_14,150.69
3587,43.18,2012,91.41,134.59,10589,Asthma,PDI_14,309.79
3612,-14.42,2009,121.14,106.72,10590,Asthma,PDI_14,214.04
3613,57.13,2010,100.68,157.81,10590,Asthma,PDI_14,322.55
3614,-44.91,2011,100.16,55.25,10590,Asthma,PDI_14,113.79
3615,-50.02,2012,104.46,54.44,10590,Asthma,PDI_14,109.64
3640,-69.55,2009,211.6,142.05,10591,Asthma,PDI_14,163.1
3641,-117.18,2010,178.12,60.94,10591,Asthma,PDI_14,70.4
3642,-133.46,2011,174.12,40.66,10591,Asthma,PDI_14,48.17
3643,-88.39,2012,189.24,100.85,10591,Asthma,PDI_14,112.12
3664,-117.35,2009,117.35,0.0,10597,Asthma,PDI_14,0.0
3669,-144.55,2009,144.55,0.0,10594,Asthma,PDI_14,0.0
3670,-45.95,2010,117.53,71.58,10594,Asthma,PDI_14,125.33
3671,-46.65,2011,118.13,71.48,10594,Asthma,PDI_14,124.82
3672,-114.43,2012,114.43,0.0,10594,Asthma,PDI_14,0.0
3697,-83.57,2009,149.88,66.31,10595,Asthma,PDI_14,107.49
3698,78.13,2010,126.51,204.64,10595,Asthma,PDI_14,332.86
3699,-50.93,2011,121.75,70.82,10595,Asthma,PDI_14,119.99
3700,-10.24,2012,151.58,141.34,10595,Asthma,PDI_14,196.19
3713,-81.63,2009,134.82,53.19,10706,Asthma,PDI_14,95.86
3726,-91.59,2010,91.59,0.0,10597,Asthma,PDI_14,0.0
3727,-107.41,2011,107.41,0.0,10597,Asthma,PDI_14,0.0
3728,-119.02,2012,119.02,0.0,10597,Asthma,PDI_14,0.0
3753,-87.34,2009,128.66,41.32,10598,Asthma,PDI_14,78.02
3754,-47.78,2010,105.05,57.27,10598,Asthma,PDI_14,112.19
3755,11.51,2011,105.06,116.57,10598,Asthma,PDI_14,228.87
3756,-67.89,2012,111.98,44.09,10598,Asthma,PDI_14,82.83
3781,-245.84,2009,346.7,100.86,10601,Asthma,PDI_14,70.68
3782,-288.79,2010,288.79,0.0,10601,Asthma,PDI_14,0.0
3783,221.59,2011,283.46,505.05,10601,Asthma,PDI_14,367.53
3784,-190.05,2012,285.93,95.88,10601,Asthma,PDI_14,70.55
3800,-54.69,2010,111.44,56.75,10706,Asthma,PDI_14,104.79
3810,-186.72,2009,303.92,117.2,10603,Asthma,PDI_14,93.69
3811,-105.8,2010,256.18,150.38,10603,Asthma,PDI_14,120.79
3812,-137.34,2011,257.06,119.72,10603,Asthma,PDI_14,96.07
3813,-51.89,2012,248.08,196.19,10603,Asthma,PDI_14,166.38
3838,-186.84,2009,186.84,0.0,10604,Asthma,PDI_14,0.0
3839,-113.25,2010,155.66,42.41,10604,Asthma,PDI_14,56.06
3840,139.8,2011,153.09,292.89,10604,Asthma,PDI_14,394.65
3841,89.08,2012,165.7,254.78,10604,Asthma,PDI_14,323.49
3866,-173.35,2009,198.46,25.11,10605,Asthma,PDI_14,30.74
3867,-113.69,2010,165.52,51.83,10605,Asthma,PDI_14,64.43
3868,-39.02,2011,167.06,128.04,10605,Asthma,PDI_14,158.1
3869,-115.05,2012,166.31,51.26,10605,Asthma,PDI_14,64.84
3894,-163.27,2009,280.3,117.03,10606,Asthma,PDI_14,101.44
3895,-176.71,2010,232.97,56.26,10606,Asthma,PDI_14,49.69
3896,-88.33,2011,230.58,142.25,10606,Asthma,PDI_14,127.26
3897,-147.69,2012,235.85,88.16,10606,Asthma,PDI_14,78.64
3922,-224.29,2009,294.61,70.32,10607,Asthma,PDI_14,57.99
3923,-37.02,2010,253.94,216.92,10607,Asthma,PDI_14,175.78
3924,-181.25,2011,255.11,73.86,10607,Asthma,PDI_14,59.72
3925,-63.75,2012,271.51,207.76,10607,Asthma,PDI_14,160.99
3950,-118.6,2009,362.97,244.37,10701,Asthma,PDI_14,163.57
3951,-121.7,2010,305.22,183.52,10701,Asthma,PDI_14,123.73
3952,-118.77,2011,305.34,186.57,10701,Asthma,PDI_14,126.04
3953,-101.27,2012,311.92,210.65,10701,Asthma,PDI_14,142.08
3978,-70.63,2009,309.03,238.4,10703,Asthma,PDI_14,187.43
3979,-126.41,2010,258.13,131.72,10703,Asthma,PDI_14,105.01
3980,-149.5,2011,260.1,110.6,10703,Asthma,PDI_14,87.71
3981,-103.4,2012,268.26,164.86,10703,Asthma,PDI_14,129.3
4006,-16.43,2009,212.86,196.43,10704,Asthma,PDI_14,224.2
4007,75.47,2010,176.15,251.62,10704,Asthma,PDI_14,293.93
4008,110.95,2011,175.79,286.74,10704,Asthma,PDI_14,336.46
4009,30.92,2012,188.14,219.06,10704,Asthma,PDI_14,244.97
4034,-163.66,2009,337.67,174.01,10705,Asthma,PDI_14,125.2
4035,-74.46,2010,284.14,209.68,10705,Asthma,PDI_14,151.86
4036,-133.28,2011,279.85,146.57,10705,Asthma,PDI_14,108.04
4037,-121.15,2012,288.18,167.03,10705,Asthma,PDI_14,121.94
4062,-115.08,2011,115.08,0.0,10706,Asthma,PDI_14,0.0
4063,83.79,2012,141.06,224.85,10706,Asthma,PDI_14,335.36
4088,-67.11,2009,158.21,91.1,10708,Asthma,PDI_14,139.89
4089,-85.48,2010,131.77,46.29,10708,Asthma,PDI_14,72.28
4090,-86.3,2011,132.2,45.9,10708,Asthma,PDI_14,71.62
4091,-90.45,2012,135.72,45.27,10708,Asthma,PDI_14,70.18
4116,-47.28,2009,146.93,99.65,10709,Asthma,PDI_14,164.78
4117,-95.21,2010,120.19,24.98,10709,Asthma,PDI_14,42.76
4118,-71.44,2011,121.06,49.62,10709,Asthma,PDI_14,84.54
4119,15.22,2012,125.86,141.08,10709,Asthma,PDI_14,235.82
4144,-120.51,2009,228.95,108.44,10710,Asthma,PDI_14,115.07
4145,4.33,2010,193.69,198.02,10710,Asthma,PDI_14,210.38
4146,-84.5,2011,193.17,108.67,10710,Asthma,PDI_14,116.05
4147,-141.47,2012,206.99,65.52,10710,Asthma,PDI_14,66.59
4149,-110.56,2011,199.95,89.39,10941,Asthma,PDI_14,92.22
4173,-101.03,2009,325.94,224.91,10801,Asthma,PDI_14,167.64
4174,-113.54,2010,274.13,160.59,10801,Asthma,PDI_14,120.54
4175,-121.93,2011,271.15,149.22,10801,Asthma,PDI_14,113.52
4176,-177.65,2012,286.61,108.96,10801,Asthma,PDI_14,79.98
4201,-60.98,2009,156.16,95.18,10803,Asthma,PDI_14,148.08
4202,-127.06,2010,127.06,0.0,10803,Asthma,PDI_14,0.0
4203,-95.35,2011,127.36,32.01,10803,Asthma,PDI_14,51.85
4204,42.25,2012,139.9,182.15,10803,Asthma,PDI_14,273.94
4229,-38.53,2009,150.23,111.7,10804,Asthma,PDI_14,180.64
4230,-125.79,2010,125.79,0.0,10804,Asthma,PDI_14,0.0
4231,-96.9,2011,125.43,28.53,10804,Asthma,PDI_14,46.92
4232,-123.92,2012,123.92,0.0,10804,Asthma,PDI_14,0.0
4257,-150.82,2009,282.18,131.36,10805,Asthma,PDI_14,113.1
4258,-142.31,2010,238.1,95.79,10805,Asthma,PDI_14,82.78
4259,-109.41,2011,239.75,130.34,10805,Asthma,PDI_14,112.14
4260,-151.56,2012,243.5,91.94,10805,Asthma,PDI_14,79.44
4280,-158.84,2012,217.39,58.55,10941,Asthma,PDI_14,56.66
4286,-38.09,2009,148.1,110.01,10901,Asthma,PDI_14,180.48
4287,3.22,2010,121.47,124.69,10901,Asthma,PDI_14,211.23
4288,-68.7,2011,120.8,52.1,10901,Asthma,PDI_14,88.97
4289,-92.98,2012,128.59,35.61,10901,Asthma,PDI_14,58.26
4314,28.1,2009,132.8,160.9,10913,Asthma,PDI_14,294.35
4315,-24.27,2010,107.88,83.61,10913,Asthma,PDI_14,159.49
4316,142.67,2011,108.38,251.05,10913,Asthma,PDI_14,477.82
4317,40.89,2012,117.59,158.48,10913,Asthma,PDI_14,283.55
4342,-46.23,2009,130.69,84.46,10916,Asthma,PDI_14,157.02
4343,-113.66,2010,113.66,0.0,10916,Asthma,PDI_14,0.0
4344,-114.2,2011,114.2,0.0,10916,Asthma,PDI_14,0.0
4345,-117.94,2012,117.94,0.0,10916,Asthma,PDI_14,0.0
4370,-138.38,2009,138.38,0.0,10917,Asthma,PDI_14,0.0
4371,-117.16,2010,117.16,0.0,10917,Asthma,PDI_14,0.0
4372,136.78,2011,114.48,251.26,10917,Asthma,PDI_14,452.74
4373,-126.89,2012,126.89,0.0,10917,Asthma,PDI_14,0.0
4398,-101.26,2009,167.51,66.25,10918,Asthma,PDI_14,96.08
4399,61.13,2010,140.9,202.02,10918,Asthma,PDI_14,295.05
4400,-76.62,2011,141.45,64.83,10918,Asthma,PDI_14,94.54
4401,-13.85,2012,143.17,129.32,10918,Asthma,PDI_14,190.05
4426,-166.3,2009,166.3,0.0,10919,Asthma,PDI_14,0.0
4427,-132.14,2010,132.14,0.0,10919,Asthma,PDI_14,0.0
4428,557.72,2011,141.58,699.3,10919,Asthma,PDI_14,1018.84
4429,947.63,2012,145.27,1092.9,10919,Asthma,PDI_14,1582.8
4454,-103.4,2009,151.78,48.38,10920,Asthma,PDI_14,77.44
4455,-28.4,2010,126.73,98.33,10920,Asthma,PDI_14,159.66
4456,-31.24,2011,124.22,92.98,10920,Asthma,PDI_14,154.4
4457,-57.13,2012,148.33,91.2,10920,Asthma,PDI_14,129.36
4482,-149.69,2009,149.69,0.0,10921,Asthma,PDI_14,0.0
4483,66.6,2010,123.69,190.29,10921,Asthma,PDI_14,316.58
4484,-123.93,2011,123.93,0.0,10921,Asthma,PDI_14,0.0
4485,-129.83,2012,129.83,0.0,10921,Asthma,PDI_14,0.0
4510,-158.79,2009,251.47,92.68,10923,Asthma,PDI_14,89.54
4511,-118.4,2010,210.14,91.74,10923,Asthma,PDI_14,89.84
4512,-70.22,2011,209.56,139.34,10923,Asthma,PDI_14,137.16
4513,7.31,2012,239.98,247.28,10923,Asthma,PDI_14,216.8
4538,-32.39,2009,137.76,105.37,10924,Asthma,PDI_14,185.83
4539,-77.11,2010,113.73,36.62,10924,Asthma,PDI_14,66.25
4540,-114.93,2011,114.93,0.0,10924,Asthma,PDI_14,0.0
4541,-99.53,2012,132.6,33.07,10924,Asthma,PDI_14,52.47
4566,-141.89,2009,141.89,0.0,10925,Asthma,PDI_14,0.0
4567,56.06,2010,118.77,174.83,10925,Asthma,PDI_14,302.9
4568,-119.15,2011,119.15,0.0,10925,Asthma,PDI_14,0.0
4569,-119.71,2012,119.71,0.0,10925,Asthma,PDI_14,0.0
4594,-162.76,2009,162.76,0.0,10926,Asthma,PDI_14,0.0
4595,-139.94,2010,139.94,0.0,10926,Asthma,PDI_14,0.0
4596,-35.94,2011,143.93,107.99,10926,Asthma,PDI_14,154.77
4597,-32.69,2012,153.76,121.07,10926,Asthma,PDI_14,165.66
4622,-66.76,2009,325.54,258.78,10927,Asthma,PDI_14,193.13
4623,-169.03,2010,273.41,104.38,10927,Asthma,PDI_14,78.56
4624,-135.85,2011,269.09,133.24,10927,Asthma,PDI_14,102.14
4625,-121.28,2012,284.31,163.03,10927,Asthma,PDI_14,120.64
4650,-133.52,2009,219.43,85.91,10928,Asthma,PDI_14,95.12
4651,-95.28,2010,181.04,85.76,10928,Asthma,PDI_14,97.48
4652,66.56,2011,186.82,253.38,10928,Asthma,PDI_14,279.76
4653,-37.87,2012,200.08,162.21,10928,Asthma,PDI_14,170.57
4678,-50.96,2009,173.26,122.3,10930,Asthma,PDI_14,171.5
4679,-67.08,2010,149.01,81.93,10930,Asthma,PDI_14,113.15
4680,-73.5,2011,152.46,78.96,10930,Asthma,PDI_14,106.83
4681,-109.83,2012,146.8,36.97,10930,Asthma,PDI_14,52.98
4706,-292.88,2009,292.88,0.0,10931,Asthma,PDI_14,0.0
4707,208.9,2010,245.65,454.55,10931,Asthma,PDI_14,380.77
4708,-257.66,2011,257.66,0.0,10931,Asthma,PDI_14,0.0
4709,-303.43,2012,303.43,0.0,10931,Asthma,PDI_14,0.0
4734,-8.86,2009,277.22,268.36,10940,Asthma,PDI_14,235.19
4735,-46.65,2010,235.5,188.85,10940,Asthma,PDI_14,165.01
4736,-89.33,2011,236.75,147.42,10940,Asthma,PDI_14,128.44
4737,-146.45,2012,257.06,110.61,10940,Asthma,PDI_14,90.53
4762,-80.3,2009,229.02,148.72,10941,Asthma,PDI_14,157.77
4763,-45.46,2010,198.27,152.81,10941,Asthma,PDI_14,158.6
4788,-75.18,2009,137.29,62.11,10950,Asthma,PDI_14,109.91
4789,-35.57,2010,113.53,77.96,10950,Asthma,PDI_14,141.3
4790,-42.34,2011,111.54,69.2,10950,Asthma,PDI_14,127.99
4791,-72.81,2012,107.52,34.71,10950,Asthma,PDI_14,67.92
4807,-156.9,2010,156.9,0.0,10968,Asthma,PDI_14,0.0
4817,-32.3,2009,136.48,104.18,10952,Asthma,PDI_14,185.47
4818,-60.92,2010,111.66,50.74,10952,Asthma,PDI_14,93.51
4819,-54.28,2011,110.75,56.47,10952,Asthma,PDI_14,105.18
4820,-25.09,2012,100.78,75.69,10952,Asthma,PDI_14,158.01
4845,-28.3,2009,202.99,174.69,10954,Asthma,PDI_14,209.08
4846,-109.99,2010,169.06,59.07,10954,Asthma,PDI_14,71.9
4847,-132.57,2011,170.03,37.46,10954,Asthma,PDI_14,45.45
4848,-122.47,2012,177.6,55.13,10954,Asthma,PDI_14,65.31
4873,-72.29,2009,155.87,83.58,10956,Asthma,PDI_14,130.27
4874,12.08,2010,130.43,142.51,10956,Asthma,PDI_14,224.83
4875,38.65,2011,131.42,170.07,10956,Asthma,PDI_14,266.93
4876,-80.09,2012,147.81,67.72,10956,Asthma,PDI_14,96.39
4901,5.61,2009,145.23,150.83,10958,Asthma,PDI_14,252.33
4902,-122.69,2010,122.69,0.0,10958,Asthma,PDI_14,0.0
4903,14.34,2011,126.9,141.24,10958,Asthma,PDI_14,229.59
4904,-1.17,2012,128.72,127.55,10958,Asthma,PDI_14,208.49
4929,36.03,2009,232.48,268.51,10960,Asthma,PDI_14,280.6
4930,-36.38,2010,191.48,155.1,10960,Asthma,PDI_14,166.68
4931,-82.48,2011,194.88,112.4,10960,Asthma,PDI_14,118.98
4932,-105.72,2012,212.41,106.69,10960,Asthma,PDI_14,105.67
4957,-37.56,2009,131.63,94.07,10962,Asthma,PDI_14,173.64
4958,-107.75,2010,107.75,0.0,10962,Asthma,PDI_14,0.0
4959,-114.16,2011,114.16,0.0,10962,Asthma,PDI_14,0.0
4960,-118.03,2012,118.03,0.0,10962,Asthma,PDI_14,0.0
4981,272.24,2011,155.11,427.35,10968,Asthma,PDI_14,568.32
4986,-148.7,2009,148.7,0.0,10963,Asthma,PDI_14,0.0
4987,-129.89,2010,129.89,0.0,10963,Asthma,PDI_14,0.0
4988,-129.83,2011,129.83,0.0,10963,Asthma,PDI_14,0.0
4989,-121.88,2012,121.88,0.0,10963,Asthma,PDI_14,0.0
5014,113.97,2009,132.94,246.91,10964,Asthma,PDI_14,451.26
5015,-106.26,2010,106.26,0.0,10964,Asthma,PDI_14,0.0
5016,157.39,2011,104.39,261.78,10964,Asthma,PDI_14,517.27
5017,-100.27,2012,100.27,0.0,10964,Asthma,PDI_14,0.0
5042,-120.27,2009,120.27,0.0,10965,Asthma,PDI_14,0.0
5043,-38.79,2010,98.49,59.7,10965,Asthma,PDI_14,124.74
5044,-68.49,2011,97.76,29.27,10965,Asthma,PDI_14,61.75
5045,-18.6,2012,103.78,85.18,10965,Asthma,PDI_14,172.67
5070,-180.68,2009,180.68,0.0,10968,Asthma,PDI_14,0.0
5071,-135.96,2012,135.96,0.0,10968,Asthma,PDI_14,0.0
5096,-109.15,2009,109.15,0.0,10969,Asthma,PDI_14,0.0
5097,-104.36,2010,104.36,0.0,10969,Asthma,PDI_14,0.0
5098,236.17,2011,105.13,341.3,10969,Asthma,PDI_14,669.65
5099,-105.06,2012,105.06,0.0,10969,Asthma,PDI_14,0.0
5124,-47.3,2009,237.05,189.75,10970,Asthma,PDI_14,194.48
5125,112.88,2010,197.54,310.42,10970,Asthma,PDI_14,323.37
5126,-161.54,2011,204.09,42.55,10970,Asthma,PDI_14,43.01
5127,-188.28,2012,233.3,45.02,10970,Asthma,PDI_14,40.6
5152,-133.07,2009,133.07,0.0,10973,Asthma,PDI_14,0.0
5153,-106.41,2010,106.41,0.0,10973,Asthma,PDI_14,0.0
5154,-102.03,2011,102.03,0.0,10973,Asthma,PDI_14,0.0
5155,47.39,2012,114.42,161.81,10973,Asthma,PDI_14,297.54
5180,-27.46,2009,154.69,127.23,10974,Asthma,PDI_14,199.82
5181,-129.86,2010,129.86,0.0,10974,Asthma,PDI_14,0.0
5182,-129.95,2011,129.95,0.0,10974,Asthma,PDI_14,0.0
5183,-136.83,2012,136.83,0.0,10974,Asthma,PDI_14,0.0
5208,-134.29,2009,134.29,0.0,10975,Asthma,PDI_14,0.0
5209,-118.84,2010,118.84,0.0,10975,Asthma,PDI_14,0.0
5210,-124.2,2011,124.2,0.0,10975,Asthma,PDI_14,0.0
5211,-124.52,2012,124.52,0.0,10975,Asthma,PDI_14,0.0
5236,-149.45,2009,149.45,0.0,10976,Asthma,PDI_14,0.0
5237,-126.97,2010,126.97,0.0,10976,Asthma,PDI_14,0.0
5238,135.84,2011,119.26,255.1,10976,Asthma,PDI_14,441.24
5239,-115.98,2012,115.98,0.0,10976,Asthma,PDI_14,0.0
5264,-186.03,2009,284.88,98.85,10977,Asthma,PDI_14,84.3
5265,-178.06,2010,244.26,66.2,10977,Asthma,PDI_14,55.77
5266,-139.92,2011,245.43,105.51,10977,Asthma,PDI_14,88.68
5267,-158.87,2012,221.33,62.46,10977,Asthma,PDI_14,59.37
5292,5.57,2009,146.97,152.53,10980,Asthma,PDI_14,252.16
5293,-28.16,2010,119.57,91.41,10980,Asthma,PDI_14,157.31
5294,26.82,2011,120.47,147.28,10980,Asthma,PDI_14,252.19
