,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zipcode,pqi_name,pqi_number,year
2676,664.95,540.65,10040,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
2705,127.05,56.21,10040,Asthma in Younger Adults,PQI_15,2009
2706,96.25,50.49,10040,Asthma in Younger Adults,PQI_15,2010
2707,91.19,60.5,10040,Asthma in Younger Adults,PQI_15,2011
2708,91.52,98.45,10040,Asthma in Younger Adults,PQI_15,2012
2745,674.74,256.85,10044,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
2746,638.44,341.99,10044,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
2747,636.13,357.39,10044,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
2748,620.62,373.12,10044,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
2777,100.76,0.0,10044,Asthma in Younger Adults,PQI_15,2009
2778,80.63,57.75,10044,Asthma in Younger Adults,PQI_15,2010
2779,77.0,51.92,10044,Asthma in Younger Adults,PQI_15,2011
2780,77.55,47.52,10044,Asthma in Younger Adults,PQI_15,2012
2818,481.58,197.23,10128,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
2819,448.36,180.62,10128,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
2820,455.73,215.05,10128,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
2821,465.85,179.19,10128,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
2850,65.56,25.96,10128,Asthma in Younger Adults,PQI_15,2009
2851,53.68,13.09,10128,Asthma in Younger Adults,PQI_15,2010
2852,50.49,21.01,10128,Asthma in Younger Adults,PQI_15,2011
2853,53.13,29.37,10128,Asthma in Younger Adults,PQI_15,2012
2890,331.43,46.2,10280,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
2891,299.75,20.24,10280,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
2892,314.38,192.17,10280,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
2893,348.81,155.65,10280,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
2922,56.76,0.0,10280,Asthma in Younger Adults,PQI_15,2009
2923,47.19,0.0,10280,Asthma in Younger Adults,PQI_15,2010
2924,47.19,0.0,10280,Asthma in Younger Adults,PQI_15,2011
2925,52.14,0.0,10280,Asthma in Younger Adults,PQI_15,2012
2962,613.8,980.76,10301,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
2963,577.83,777.48,10301,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
2964,583.44,891.22,10301,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
2965,566.61,778.25,10301,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
2993,120.12,184.47,10301,Asthma in Younger Adults,PQI_15,2009
2994,94.16,117.92,10301,Asthma in Younger Adults,PQI_15,2010
2995,92.51,106.15,10301,Asthma in Younger Adults,PQI_15,2011
2996,92.95,133.76,10301,Asthma in Younger Adults,PQI_15,2012
3033,615.67,921.8,10302,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3034,576.18,939.18,10302,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3035,575.52,783.09,10302,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3036,601.48,758.34,10302,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3065,121.0,256.19,10302,Asthma in Younger Adults,PQI_15,2009
3066,93.83,218.02,10302,Asthma in Younger Adults,PQI_15,2010
3067,91.74,85.03,10302,Asthma in Younger Adults,PQI_15,2011
3068,97.35,131.01,10302,Asthma in Younger Adults,PQI_15,2012
3105,677.82,1158.19,10303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3106,638.66,740.85,10303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3107,641.63,1012.77,10303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3108,618.75,862.95,10303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3137,150.81,231.22,10303,Asthma in Younger Adults,PQI_15,2009
3138,117.15,317.46,10303,Asthma in Younger Adults,PQI_15,2010
3139,113.52,160.82,10303,Asthma in Younger Adults,PQI_15,2011
3140,112.31,170.72,10303,Asthma in Younger Adults,PQI_15,2012
3177,636.13,861.85,10304,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3178,596.53,938.19,10304,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3179,599.83,900.24,10304,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3180,557.81,886.6,10304,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3209,133.43,310.09,10304,Asthma in Younger Adults,PQI_15,2009
3210,104.39,201.19,10304,Asthma in Younger Adults,PQI_15,2010
3211,100.65,217.14,10304,Asthma in Younger Adults,PQI_15,2011
3212,95.04,189.64,10304,Asthma in Younger Adults,PQI_15,2012
3249,536.14,610.06,10305,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3250,500.39,592.02,10305,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3251,509.85,710.16,10305,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3252,453.09,619.74,10305,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3281,83.05,132.44,10305,Asthma in Younger Adults,PQI_15,2009
3282,66.0,108.68,10305,Asthma in Younger Adults,PQI_15,2010
3283,66.33,127.27,10305,Asthma in Younger Adults,PQI_15,2011
3284,59.07,148.61,10305,Asthma in Younger Adults,PQI_15,2012
3321,506.99,645.59,10306,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3322,471.13,544.5,10306,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3323,476.63,705.32,10306,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3324,455.18,791.89,10306,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3353,66.66,95.92,10306,Asthma in Younger Adults,PQI_15,2009
3354,52.36,107.47,10306,Asthma in Younger Adults,PQI_15,2010
3355,51.92,45.43,10306,Asthma in Younger Adults,PQI_15,2011
3356,51.81,125.84,10306,Asthma in Younger Adults,PQI_15,2012
3394,402.82,546.04,10307,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3395,368.94,506.44,10307,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3396,372.57,572.33,10307,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3397,361.9,547.58,10307,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3426,61.16,25.19,10307,Asthma in Younger Adults,PQI_15,2009
3427,47.3,75.46,10307,Asthma in Younger Adults,PQI_15,2010
3428,46.64,25.41,10307,Asthma in Younger Adults,PQI_15,2011
3429,48.62,50.27,10307,Asthma in Younger Adults,PQI_15,2012
3466,449.02,427.68,10308,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3467,415.14,452.65,10308,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3468,416.79,397.76,10308,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3469,398.86,492.91,10308,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3497,60.39,12.21,10308,Asthma in Younger Adults,PQI_15,2009
3498,47.08,72.71,10308,Asthma in Younger Adults,PQI_15,2010
3499,46.53,36.63,10308,Asthma in Younger Adults,PQI_15,2011
3500,46.97,66.55,10308,Asthma in Younger Adults,PQI_15,2012
3537,408.21,500.61,10309,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3538,376.64,455.62,10309,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3539,378.62,551.87,10309,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3540,364.98,514.25,10309,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3569,60.72,68.86,10309,Asthma in Younger Adults,PQI_15,2009
3570,47.41,29.59,10309,Asthma in Younger Adults,PQI_15,2010
3571,46.64,60.28,10309,Asthma in Younger Adults,PQI_15,2011
3572,47.74,40.48,10309,Asthma in Younger Adults,PQI_15,2012
3609,605.55,780.89,10310,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3610,565.62,761.75,10310,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3611,571.56,813.56,10310,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3612,555.94,929.28,10310,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3641,120.78,203.94,10310,Asthma in Younger Adults,PQI_15,2009
3642,93.94,70.62,10310,Asthma in Younger Adults,PQI_15,2010
3643,92.4,114.95,10310,Asthma in Younger Adults,PQI_15,2011
3644,92.73,81.51,10310,Asthma in Younger Adults,PQI_15,2012
3681,434.17,423.5,10312,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3682,402.05,403.7,10312,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3683,403.7,509.85,10312,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3684,388.3,676.5,10312,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3713,59.29,41.58,10312,Asthma in Younger Adults,PQI_15,2009
3714,46.53,81.95,10312,Asthma in Younger Adults,PQI_15,2010
3715,46.09,41.58,10312,Asthma in Younger Adults,PQI_15,2011
3716,46.86,22.77,10312,Asthma in Younger Adults,PQI_15,2012
3754,495.77,543.4,10314,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3755,463.21,515.24,10314,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3756,471.13,550.55,10314,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3757,459.25,475.86,10314,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3786,69.52,19.47,10314,Asthma in Younger Adults,PQI_15,2009
3787,55.55,61.6,10314,Asthma in Younger Adults,PQI_15,2010
3788,56.54,77.11,10314,Asthma in Younger Adults,PQI_15,2011
3789,56.1,65.45,10314,Asthma in Younger Adults,PQI_15,2012
3826,874.72,1740.53,10451,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3827,841.39,1613.7,10451,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3828,823.02,1464.43,10451,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3829,805.97,1594.56,10451,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3857,162.8,482.02,10451,Asthma in Younger Adults,PQI_15,2009
3858,122.54,323.51,10451,Asthma in Younger Adults,PQI_15,2010
3859,118.36,287.21,10451,Asthma in Younger Adults,PQI_15,2011
3860,122.65,393.25,10451,Asthma in Younger Adults,PQI_15,2012
3897,744.15,1386.33,10452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3898,710.71,1287.22,10452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3899,683.87,1139.49,10452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3900,671.55,1188.55,10452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
3929,162.36,313.72,10452,Asthma in Younger Adults,PQI_15,2009
3930,122.1,257.18,10452,Asthma in Younger Adults,PQI_15,2010
3931,118.36,202.18,10452,Asthma in Younger Adults,PQI_15,2011
3932,119.02,195.8,10452,Asthma in Younger Adults,PQI_15,2012
3969,762.19,1267.97,10453,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
3970,724.46,1200.32,10453,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
3971,698.94,1153.9,10453,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
3972,682.44,1185.91,10453,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4001,162.58,388.52,10453,Asthma in Younger Adults,PQI_15,2009
4002,122.65,240.79,10453,Asthma in Younger Adults,PQI_15,2010
4003,118.58,187.44,10453,Asthma in Younger Adults,PQI_15,2011
4004,119.13,192.17,10453,Asthma in Younger Adults,PQI_15,2012
4041,792.66,2219.36,10454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4042,770.44,2158.31,10454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4043,734.69,2003.32,10454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4044,715.99,1758.13,10454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4073,153.78,388.85,10454,Asthma in Younger Adults,PQI_15,2009
4074,115.06,376.86,10454,Asthma in Younger Adults,PQI_15,2010
4075,111.87,486.09,10454,Asthma in Younger Adults,PQI_15,2011
4076,114.84,433.18,10454,Asthma in Younger Adults,PQI_15,2012
4114,777.37,2202.75,10455,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4115,754.6,1756.92,10455,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4116,721.6,1796.3,10455,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4117,709.83,1516.57,10455,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4146,151.91,413.38,10455,Asthma in Younger Adults,PQI_15,2009
4147,114.18,385.55,10455,Asthma in Younger Adults,PQI_15,2010
4148,111.1,344.85,10455,Asthma in Younger Adults,PQI_15,2011
4149,114.07,351.78,10455,Asthma in Younger Adults,PQI_15,2012
4186,831.16,2163.48,10456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4187,795.3,1929.4,10456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4188,771.54,1654.95,10456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4189,761.53,1555.95,10456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4217,168.85,471.79,10456,Asthma in Younger Adults,PQI_15,2009
4218,127.82,370.04,10456,Asthma in Younger Adults,PQI_15,2010
4219,122.87,343.2,10456,Asthma in Younger Adults,PQI_15,2011
4220,125.73,328.9,10456,Asthma in Younger Adults,PQI_15,2012
4257,779.24,2029.94,10457,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4258,744.92,1887.27,10457,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4259,720.72,1786.4,10457,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4260,708.62,1809.83,10457,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4289,161.26,449.79,10457,Asthma in Younger Adults,PQI_15,2009
4290,122.1,297.77,10457,Asthma in Younger Adults,PQI_15,2010
4291,118.47,305.8,10457,Asthma in Younger Adults,PQI_15,2011
4292,119.79,285.78,10457,Asthma in Younger Adults,PQI_15,2012
4329,714.67,1602.81,10458,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4330,674.19,1331.99,10458,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4331,658.13,1178.76,10458,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4332,630.52,1147.85,10458,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4361,140.25,313.39,10458,Asthma in Younger Adults,PQI_15,2009
4362,106.26,219.34,10458,Asthma in Younger Adults,PQI_15,2010
4363,104.39,273.9,10458,Asthma in Younger Adults,PQI_15,2011
4364,104.94,222.75,10458,Asthma in Younger Adults,PQI_15,2012
4401,796.4,1741.08,10459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4402,772.2,1640.87,10459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4403,742.5,1500.84,10459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4404,720.72,1321.65,10459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4433,156.42,546.26,10459,Asthma in Younger Adults,PQI_15,2009
4434,117.81,318.56,10459,Asthma in Younger Adults,PQI_15,2010
4435,114.07,356.73,10459,Asthma in Younger Adults,PQI_15,2011
4436,118.58,438.46,10459,Asthma in Younger Adults,PQI_15,2012
4474,779.68,1641.2,10460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4475,748.44,1677.83,10460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4476,721.82,1420.32,10460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4477,707.3,1381.71,10460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4506,161.26,345.51,10460,Asthma in Younger Adults,PQI_15,2009
4507,121.77,285.45,10460,Asthma in Younger Adults,PQI_15,2010
4508,118.14,255.31,10460,Asthma in Younger Adults,PQI_15,2011
4509,119.13,316.91,10460,Asthma in Younger Adults,PQI_15,2012
4546,621.83,895.84,10461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4547,584.87,939.95,10461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4548,579.48,843.37,10461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4549,567.27,860.31,10461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4577,92.07,200.97,10461,Asthma in Younger Adults,PQI_15,2009
4578,72.05,189.31,10461,Asthma in Younger Adults,PQI_15,2010
4579,71.83,174.35,10461,Asthma in Younger Adults,PQI_15,2011
4580,80.3,163.13,10461,Asthma in Younger Adults,PQI_15,2012
4617,731.06,870.32,10462,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4618,692.12,793.21,10462,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4619,686.07,768.68,10462,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4620,664.18,670.56,10462,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4649,147.4,203.17,10462,Asthma in Younger Adults,PQI_15,2009
4650,113.74,116.6,10462,Asthma in Younger Adults,PQI_15,2010
4651,110.99,207.02,10462,Asthma in Younger Adults,PQI_15,2011
4652,108.79,144.76,10462,Asthma in Younger Adults,PQI_15,2012
4689,721.27,851.4,10463,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4690,681.01,752.51,10463,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4691,675.29,657.03,10463,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4692,638.11,652.52,10463,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4721,124.41,215.6,10463,Asthma in Younger Adults,PQI_15,2009
4722,94.93,165.88,10463,Asthma in Younger Adults,PQI_15,2010
4723,93.5,74.14,10463,Asthma in Younger Adults,PQI_15,2011
4724,95.04,114.29,10463,Asthma in Younger Adults,PQI_15,2012
4761,519.75,569.8,10464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
4762,488.07,817.08,10464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
4763,482.68,705.43,10464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
4764,474.1,757.02,10464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
4793,73.59,291.5,10464,Asthma in Younger Adults,PQI_15,2009
4794,57.86,100.1,10464,Asthma in Younger Adults,PQI_15,2010
4795,56.98,209.44,10464,Asthma in Younger Adults,PQI_15,2011
